Iteration, Item, Cond, Prime, Target, P_DO, P_PO
6,30,diff,give,hand,0.20739999999999983,0.7926000000000002
6,31,same,lend,lend,0.5582000000000001,0.44179999999999986
6,31,diff,show,lend,0.5044000000000001,0.49559999999999993
6,32,same,send,send,0.4138000000000001,0.5861999999999998
6,32,diff,post,send,0.38700000000000023,0.6129999999999998
7,1,same,show,show,0.34620000000000006,0.6537999999999999
7,1,diff,give,show,0.30159999999999965,0.6984000000000004
7,2,same,hand,hand,0.2528,0.7472000000000001
7,2,diff,send,hand,0.203,0.797
7,3,same,give,give,0.7083999999999999,0.2916000000000001
7,3,diff,lend,give,0.7016000000000001,0.29839999999999994
7,4,same,loan,loan,0.4484000000000003,0.5515999999999996
7,4,diff,give,loan,0.38880000000000026,0.6111999999999999
7,5,same,send,send,0.39119999999999977,0.6088000000000002
7,5,diff,post,send,0.3829999999999996,0.6170000000000003
7,6,same,give,give,0.6878000000000002,0.31219999999999976
7,6,diff,hand,give,0.7035999999999999,0.29639999999999994
7,7,same,post,post,0.4597999999999999,0.5402000000000001
7,7,diff,sell,post,0.41560000000000025,0.5843999999999998
7,8,same,lend,lend,0.556,0.44399999999999995
7,8,diff,show,lend,0.5426000000000005,0.4573999999999995
7,9,same,show,show,0.36280000000000007,0.6372
7,9,diff,give,show,0.31559999999999977,0.6844000000000001
7,10,same,hand,hand,0.24539999999999976,0.7546000000000002
7,10,diff,send,hand,0.20680000000000018,0.7931999999999998
7,11,same,loan,loan,0.4646000000000001,0.5353999999999998
7,11,diff,give,loan,0.4064,0.5936000000000001
7,12,same,sell,sell,0.30559999999999987,0.6944000000000002
7,12,diff,show,sell,0.25940000000000024,0.7405999999999997
7,13,same,send,send,0.4009999999999997,0.5990000000000002
7,13,diff,post,send,0.38459999999999994,0.6154000000000002
7,14,same,give,give,0.7048000000000002,0.29519999999999985
7,14,diff,hand,give,0.7093999999999998,0.2906000000000003
7,15,same,post,post,0.4586000000000001,0.5413999999999999
7,15,diff,send,post,0.39039999999999997,0.6095999999999999
7,16,same,show,show,0.3422,0.6577999999999999
7,16,diff,lend,show,0.31679999999999997,0.6832
7,17,same,hand,hand,0.23839999999999995,0.7616000000000002
7,17,diff,offer,hand,0.19060000000000013,0.8094
7,18,same,lend,lend,0.5616000000000001,0.4384
7,18,diff,sell,lend,0.5487999999999996,0.4512000000000004
7,19,same,send,send,0.4053999999999998,0.5946000000000001
7,19,diff,show,send,0.3924000000000002,0.6075999999999998
7,20,same,show,show,0.3274000000000002,0.6725999999999998
7,20,diff,throw,show,0.3073999999999997,0.6926000000000002
7,21,same,loan,loan,0.43539999999999984,0.5646000000000001
7,21,diff,give,loan,0.4021999999999998,0.5978000000000002
7,22,same,give,give,0.6986,0.3014
7,22,diff,hand,give,0.6902000000000001,0.30979999999999996
7,23,same,lend,lend,0.5768000000000003,0.4231999999999997
7,23,diff,show,lend,0.5324,0.46760000000000007
7,24,same,send,send,0.40759999999999985,0.5924000000000001
7,24,diff,post,send,0.3732,0.6268
7,25,same,give,give,0.6824000000000002,0.31759999999999977
7,25,diff,lend,give,0.7120000000000002,0.28799999999999987
7,26,same,hand,hand,0.25239999999999996,0.7476
7,26,diff,offer,hand,0.22099999999999997,0.7790000000000001
7,27,same,send,send,0.4054000000000001,0.5946
7,27,diff,show,send,0.37920000000000026,0.6207999999999997
7,28,same,show,show,0.347,0.653
7,28,diff,throw,show,0.299,0.7010000000000001
7,29,same,loan,loan,0.4533999999999998,0.5466000000000002
7,29,diff,give,loan,0.37,0.63
7,30,same,hand,hand,0.2668000000000002,0.7331999999999999
7,30,diff,give,hand,0.21719999999999956,0.7828000000000005
7,31,same,lend,lend,0.5740000000000002,0.4259999999999998
7,31,diff,show,lend,0.5269999999999999,0.47300000000000014
7,32,same,send,send,0.3769999999999999,0.623
7,32,diff,post,send,0.40259999999999996,0.5974000000000002
8,1,same,show,show,0.3505999999999998,0.6494000000000002
8,1,diff,give,show,0.30660000000000004,0.6933999999999999
